"date","total","pm10","temp","year","month","day"
870503,107,18.880565643310547,46.209999084472656,87,5,123
870504,105,23.806663513183594,48.709999084472656,87,5,124
870505,130,57.806663513183594,50.959999084472656,87,5,125
870506,130,,60,87,5,126
870507,120,38.806663513183594,59.66999816894531,87,5,127
870508,104,51.806663513183594,60.83000183105469,87,5,128
870509,110,56.37147521972656,70.37999725341797,87,5,129
870510,114,,74,87,5,130
870511,129,78.8066635131836,71.79000091552734,87,5,131
870512,116,9.80666446685791,51.540000915527344,87,5,132
870513,102,17.806663513183594,61.290000915527344,87,5,133
870514,118,,71.5,87,5,134
870515,101,20.217182159423828,57.540000915527344,87,5,135
870516,105,44.806663513183594,64.79000091552734,87,5,136
870517,118,60.806663513183594,72.41999816894531,87,5,137
870518,133,,66.37999725341797,87,5,138
870519,101,39.806663513183594,68.12999725341797,87,5,139
870520,110,44.806663513183594,63.380001068115234,87,5,140
870521,121,43.44866943359375,76.16999816894531,87,5,141
870522,105,,61.130001068115234,87,5,142
870523,105,10.80666446685791,50.75,87,5,143
870524,103,,49.880001068115234,87,5,144
870525,112,47.806663513183594,58.25,87,5,145
870526,103,25.806663513183594,74.54000091552734,87,5,146
870527,111,39.739463806152344,78.54000091552734,87,5,147
870528,102,46.806663513183594,78,87,5,148
870529,105,47.806663513183594,77.62999725341797,87,5,149
870530,112,32.806663513183594,74.91999816894531,87,5,150
870531,101,29.806663513183594,75.62999725341797,87,5,151
870601,109,27.806663513183594,74.70999908447266,87,6,152
870602,109,32.85043716430664,70.37999725341797,87,6,153
870603,117,39.806663513183594,69.5,87,6,154
870604,103,42.806663513183594,62.83000183105469,87,6,155
870605,94,58.806663513183594,68.37999725341797,87,6,156
870606,97,54.806663513183594,72.79000091552734,87,6,157
870607,98,43.806663513183594,78.20999908447266,87,6,158
870608,141,49.09392547607422,75.54000091552734,87,6,159
870609,87,12.80666446685791,58.58000183105469,87,6,160
870610,103,47.806663513183594,63.709999084472656,87,6,161
870611,92,43.806663513183594,71.54000091552734,87,6,162
870612,112,38.806663513183594,79.79000091552734,87,6,163
870613,96,70.8066635131836,79.20999908447266,87,6,164
870614,143,42.3191032409668,83.45999908447266,87,6,165
870615,116,25.806663513183594,75.16999816894531,87,6,166
870616,106,43.806663513183594,75.79000091552734,87,6,167
870617,110,68.8066635131836,79.37999725341797,87,6,168
870618,124,87.8066635131836,81.75,87,6,169
870619,103,77.8066635131836,80.70999908447266,87,6,170
870620,118,58.98576736450195,74.83000183105469,87,6,171
870621,107,39.806663513183594,75.62999725341797,87,6,172
870622,113,49.806663513183594,70.58000183105469,87,6,173
870623,96,46.806663513183594,73.25,87,6,174
870624,107,60.806663513183594,78.08000183105469,87,6,175
870625,122,50.806663513183594,72.54000091552734,87,6,176
870626,103,29.04793357849121,68.87999725341797,87,6,177
870627,110,33.806663513183594,65.04000091552734,87,6,178
870628,119,31.806663513183594,72.87999725341797,87,6,179
870629,104,40.806663513183594,71.75,87,6,180
870630,104,40.806663513183594,69.08000183105469,87,6,181
870701,100,19.806663513183594,68.70999908447266,87,7,182
870702,116,43.03813934326172,72.66999816894531,87,7,183
870703,111,45.806663513183594,76.95999908447266,87,7,184
870704,92,21.806663513183594,72.75,87,7,185
870705,108,,71.25,87,7,186
870706,111,30.806663513183594,77.95999908447266,87,7,187
870707,116,,78.62999725341797,87,7,188
870708,124,36.91733169555664,81.08000183105469,87,7,189
870709,103,28.806663513183594,79.91999816894531,87,7,190
870710,88,30.806663513183594,77.87999725341797,87,7,191
870711,120,76.8066635131836,81.66999816894531,87,7,192
870712,116,44.806663513183594,81.12999725341797,87,7,193
870713,73,30.806663513183594,68.5,87,7,194
870714,109,20.8862247467041,66.75,87,7,195
870715,104,14.80666446685791,62.630001068115234,87,7,196
870716,101,21.7437744140625,67.58000183105469,87,7,197
870717,97,36.806663513183594,78.37999725341797,87,7,198
870718,108,48.806663513183594,80.75,87,7,199
870719,127,69.8066635131836,84.62999725341797,87,7,200
870720,134,64.55853271484375,82.25,87,7,201
870721,105,55.806663513183594,80.33000183105469,87,7,202
870722,110,95.8066635131836,81.12999725341797,87,7,203
870723,120,114.8066635131836,82.95999908447266,87,7,204
870724,109,76.3576889038086,82.91999816894531,87,7,205
870725,113,50.806663513183594,83.33000183105469,87,7,206
870726,101,29.212692260742188,77.12999725341797,87,7,207
870727,108,29.806663513183594,71,87,7,208
870728,107,34.35769271850586,73.54000091552734,87,7,209
870729,121,22.806663513183594,77.20999908447266,87,7,210
870730,86,72.8066635131836,79.5,87,7,211
870731,107,45.806663513183594,80.29000091552734,87,7,212
870801,109,56.259578704833984,85.66999816894531,87,8,213
870802,111,43.806663513183594,85.58000183105469,87,8,214
870803,135,51.806663513183594,82.20999908447266,87,8,215
870804,104,18.806663513183594,75.04000091552734,87,8,216
870805,122,12.80666446685791,70.91999816894531,87,8,217
870806,110,47.806663513183594,74.20999908447266,87,8,218
870807,94,49.642730712890625,78.87999725341797,87,8,219
870808,108,53.806663513183594,73.5,87,8,220
870809,105,26.806663513183594,73.83000183105469,87,8,221
870810,95,21.806663513183594,71,87,8,222
870811,95,38.806663513183594,74.25,87,8,223
870812,80,77.8066635131836,75.33000183105469,87,8,224
870813,117,64.14016723632812,75.70999908447266,87,8,225
870814,103,46.85769271850586,74.95999908447266,87,8,226
870815,108,38.806663513183594,80.95999908447266,87,8,227
870816,123,38.2437744140625,80.91999816894531,87,8,228
870817,115,36.806663513183594,75.33000183105469,87,8,229
870818,96,45.806663513183594,68.58000183105469,87,8,230
870819,99,29.67885971069336,70.12999725341797,87,8,231
870820,117,46.806663513183594,73.16999816894531,87,8,232
870821,116,40.806663513183594,76.66999816894531,87,8,233
870822,104,29.806663513183594,71.62999725341797,87,8,234
870823,104,21.806663513183594,62.959999084472656,87,8,235
870824,128,40.806663513183594,61.75,87,8,236
870825,105,35.97323226928711,58.959999084472656,87,8,237
870826,94,47.806663513183594,62.08000183105469,87,8,238
870827,98,17.806663513183594,62.91999816894531,87,8,239
870828,115,29.806663513183594,63.58000183105469,87,8,240
870829,96,,65.75,87,8,241
870830,120,32.806663513183594,69.79000091552734,87,8,242
870831,109,24.015607833862305,62.83000183105469,87,8,243
870901,112,32.2437744140625,64.79000091552734,87,9,244
870902,105,14.80666446685791,62.380001068115234,87,9,245
870903,118,21.806663513183594,61.290000915527344,87,9,246
870904,112,,68.54000091552734,87,9,247
870905,101,,73.29000091552734,87,9,248
870906,116,60.321495056152344,73.41999816894531,87,9,249
870907,134,,70,87,9,250
870908,111,,70.08000183105469,87,9,251
870909,101,,67.54000091552734,87,9,252
870910,101,,67.12999725341797,87,9,253
870911,104,,69.12999725341797,87,9,254
870912,114,28.692962646484375,66.12999725341797,87,9,255
870913,104,,59.83000183105469,87,9,256
870914,111,,63.66999816894531,87,9,257
870915,102,,71.20999908447266,87,9,258
870916,110,30.806663513183594,69.16999816894531,87,9,259
870917,109,27.806663513183594,67.62999725341797,87,9,260
870918,106,23.895654678344727,63.790000915527344,87,9,261
870919,105,,59,87,9,262
870920,105,,55.790000915527344,87,9,263
870921,135,26.806663513183594,55.41999816894531,87,9,264
870922,125,,59.130001068115234,87,9,265
870923,111,35.806663513183594,62.459999084472656,87,9,266
870924,108,22.052165985107422,58.83000183105469,87,9,267
870925,103,52.806663513183594,55.959999084472656,87,9,268
870926,124,39.806663513183594,65.75,87,9,269
870927,105,46.806663513183594,72.33000183105469,87,9,270
870928,116,54.806663513183594,67.95999908447266,87,9,271
870929,113,31.806663513183594,61.959999084472656,87,9,272
870930,113,24.652164459228516,55.040000915527344,87,9,273
871001,112,41.806663513183594,57.709999084472656,87,10,274
871002,123,49.806663513183594,47.880001068115234,87,10,275
871003,110,49.806663513183594,42.040000915527344,87,10,276
871004,119,47.806663513183594,53.08000183105469,87,10,277
871005,117,45.806663513183594,58.25,87,10,278
871006,135,21.279163360595703,48.25,87,10,279
871007,132,33.806663513183594,41.959999084472656,87,10,280
871008,126,38.806663513183594,44.5,87,10,281
871009,115,35.806663513183594,52.380001068115234,87,10,282
871010,98,25.806663513183594,42.040000915527344,87,10,283
871011,103,29.806663513183594,38.290000915527344,87,10,284
871012,119,41.43492889404297,42.58000183105469,87,10,285
871013,112,,50.040000915527344,87,10,286
871014,116,38.806663513183594,54.790000915527344,87,10,287
871015,123,49.806663513183594,61.83000183105469,87,10,288
871016,109,55.806663513183594,60.540000915527344,87,10,289
871017,122,16.806663513183594,49.75,87,10,290
871018,120,25.31645965576172,51.880001068115234,87,10,291
871019,114,8.80666446685791,49,87,10,292
871020,109,21.806663513183594,42.66999816894531,87,10,293
871021,111,17.85769271850586,37.41999816894531,87,10,294
871022,98,22.806663513183594,42.91999816894531,87,10,295
871023,96,47.806663513183594,38.83000183105469,87,10,296
871024,137,27.93597412109375,39.380001068115234,87,10,297
871025,119,,41.209999084472656,87,10,298
871026,112,30.806663513183594,45.040000915527344,87,10,299
871027,115,28.806663513183594,43.08000183105469,87,10,300
871028,111,28.806663513183594,38.209999084472656,87,10,301
871029,117,45.806663513183594,44.41999816894531,87,10,302
871030,122,50.85893630981445,51.459999084472656,87,10,303
871031,110,57.806663513183594,51.040000915527344,87,10,304
871101,114,27.806663513183594,57.33000183105469,87,11,305
871102,134,43.806663513183594,62.790000915527344,87,11,306
871103,98,,66.58000183105469,87,11,307
871104,112,44.806663513183594,59.33000183105469,87,11,308
871105,116,24.166833877563477,41.66999816894531,87,11,309
871106,106,40.35769271850586,41.040000915527344,87,11,310
871107,107,43.806663513183594,47.709999084472656,87,11,311
871108,118,63.806663513183594,51.130001068115234,87,11,312
871109,106,15.80666446685791,35.16999816894531,87,11,313
871110,125,9.80666446685791,33.91999816894531,87,11,314
871111,141,28.839975357055664,35.880001068115234,87,11,315
871112,109,44.806663513183594,43.83000183105469,87,11,316
871113,108,52.806663513183594,47.91999816894531,87,11,317
871114,117,15.80666446685791,46.83000183105469,87,11,318
871115,105,48.806663513183594,51.83000183105469,87,11,319
871116,96,31.806663513183594,56.83000183105469,87,11,320
871117,111,17.76059341430664,51.91999816894531,87,11,321
871118,104,,37.709999084472656,87,11,322
871119,125,22.7437744140625,37.959999084472656,87,11,323
871120,124,31.806663513183594,27.25,87,11,324
871121,117,24.806663513183594,26.25,87,11,325
871122,122,,41.209999084472656,87,11,326
871123,124,29.431730270385742,43,87,11,327
871124,110,49.806663513183594,40,87,11,328
871125,113,7.806663990020752,40.880001068115234,87,11,329
871126,108,12.80666446685791,39.91999816894531,87,11,330
871127,113,,40.58000183105469,87,11,331
871128,109,,46.290000915527344,87,11,332
871129,101,11.43364429473877,39.209999084472656,87,11,333
871130,98,,37.709999084472656,87,11,334
871201,130,25.806663513183594,32.08000183105469,87,12,335
871202,92,20.806663513183594,30.420000076293945,87,12,336
871203,114,27.806663513183594,32.880001068115234,87,12,337
871204,124,32.806663513183594,26.209999084472656,87,12,338
871205,103,24.388410568237305,27.1299991607666,87,12,339
871206,134,19.806663513183594,33.290000915527344,87,12,340
871207,118,22.806663513183594,37.959999084472656,87,12,341
871208,109,25.806663513183594,46.41999816894531,87,12,342
871209,112,18.806663513183594,45.25,87,12,343
871210,134,29.806663513183594,38.540000915527344,87,12,344
871211,131,23.286027908325195,41.16999816894531,87,12,345
871212,135,26.806663513183594,34.41999816894531,87,12,346
871213,105,31.806663513183594,32.380001068115234,87,12,347
871214,120,40.806663513183594,30.670000076293945,87,12,348
871215,136,16.806663513183594,31.920000076293945,87,12,349
871216,146,33.806663513183594,27.959999084472656,87,12,350
871217,114,25.745534896850586,21.6299991607666,87,12,351
871218,127,33.806663513183594,23.75,87,12,352
871219,109,15.243773460388184,33.66999816894531,87,12,353
871220,129,22.806663513183594,34.91999816894531,87,12,354
871221,123,,32.709999084472656,87,12,355
871222,118,,35.33000183105469,87,12,356
871223,138,35.06329345703125,34.91999816894531,87,12,357
871224,124,,41.58000183105469,87,12,358
871225,121,13.80666446685791,33.08000183105469,87,12,359
871226,115,,27.920000076293945,87,12,360
871227,116,42.806663513183594,30.040000915527344,87,12,361
871228,151,,33.540000915527344,87,12,362
871229,108,19.926170349121094,26.829999923706055,87,12,363
871230,113,,27.579999923706055,87,12,364
871231,146,18.806663513183594,25.1299991607666,87,12,365
880101,102,,3.9600000381469727,88,1,366
880102,121,,16.25,88,1,367
880103,136,22.806663513183594,23.6299991607666,88,1,368
880104,129,23.15325355529785,3.7899999618530273,88,1,369
880105,110,21.806663513183594,-7,88,1,370
880106,122,72.8066635131836,-6.789999961853027,88,1,371
880107,139,71.8066635131836,2.4200000762939453,88,1,372
880108,119,84.8066635131836,6.920000076293945,88,1,373
880109,122,45.806663513183594,1.2899999618530273,88,1,374
880110,117,36.2166862487793,.03999999910593033,88,1,375
880111,147,36.806663513183594,23.670000076293945,88,1,376
880112,141,40.806663513183594,32.209999084472656,88,1,377
880113,118,48.806663513183594,11.960000038146973,88,1,378
880114,124,43.806663513183594,12.420000076293945,88,1,379
880115,116,25.806663513183594,28.329999923706055,88,1,380
880116,133,31.364181518554688,39.16999816894531,88,1,381
880117,135,23.806663513183594,36.959999084472656,88,1,382
880118,111,,33.540000915527344,88,1,383
880119,124,36.806663513183594,35.91999816894531,88,1,384
880120,125,17.2437744140625,34.33000183105469,88,1,385
880121,98,17.806663513183594,28.1299991607666,88,1,386
880122,126,26.286027908325195,27.209999084472656,88,1,387
880123,130,20.806663513183594,21.670000076293945,88,1,388
880124,112,23.806663513183594,22.459999084472656,88,1,389
880125,137,31.806663513183594,10.460000038146973,88,1,390
880126,120,42.806663513183594,11.420000076293945,88,1,391
880127,122,48.806663513183594,7.579999923706055,88,1,392
880128,108,43.66184997558594,23.290000915527344,88,1,393
880129,123,34.806663513183594,38,88,1,394
880130,122,20.806663513183594,51.040000915527344,88,1,395
880131,113,39.806663513183594,46.290000915527344,88,1,396
880201,116,10.80666446685791,29.790000915527344,88,2,397
880202,104,20.806663513183594,22.3799991607666,88,2,398
880203,117,33.898555755615234,25.75,88,2,399
880204,131,49.806663513183594,15.329999923706055,88,2,400
880205,118,34.806663513183594,2.380000114440918,88,2,401
880206,105,36.806663513183594,2.3299999237060547,88,2,402
880207,121,29.806663513183594,18.040000915527344,88,2,403
880208,103,40.806663513183594,15.380000114440918,88,2,404
880209,132,36.28853225708008,17.579999923706055,88,2,405
880210,121,33.806663513183594,16.540000915527344,88,2,406
880211,129,25.806663513183594,18.5,88,2,407
880212,138,41.806663513183594,9.130000114440918,88,2,408
880213,109,39.806663513183594,7.329999923706055,88,2,409
880214,120,,30.459999084472656,88,2,410
880215,135,26.408998489379883,25.8799991607666,88,2,411
880216,117,31.806663513183594,26.5,88,2,412
880217,118,57.806663513183594,29.5,88,2,413
880218,120,59.806663513183594,31.040000915527344,88,2,414
880219,124,74.8066635131836,32.58000183105469,88,2,415
880220,143,34.806663513183594,22.040000915527344,88,2,416
880221,123,21.387712478637695,17.1299991607666,88,2,417
880222,154,20.806663513183594,39.5,88,2,418
880223,121,41.806663513183594,25,88,2,419
880224,116,59.76883316040039,21.8799991607666,88,2,420
880225,127,,20.790000915527344,88,2,421
880226,113,51.806663513183594,38.709999084472656,88,2,422
880227,144,21.978307723999023,32.380001068115234,88,2,423
880228,124,51.806663513183594,34.5,88,2,424
880229,107,26.806663513183594,37.91999816894531,88,2,425
880301,111,27.806663513183594,41.040000915527344,88,3,426
880302,113,30.806663513183594,36.25,88,3,427
880303,117,14.80666446685791,28.040000915527344,88,3,428
880304,115,23.403953552246094,28.709999084472656,88,3,429
880305,140,37.806663513183594,31.170000076293945,88,3,430
880306,129,,37.130001068115234,88,3,431
880307,138,55.806663513183594,43.83000183105469,88,3,432
880308,149,,48.790000915527344,88,3,433
880309,139,,37.380001068115234,88,3,434
880310,109,40.37936019897461,37,88,3,435
880311,126,33.806663513183594,46.959999084472656,88,3,436
880312,133,20.806663513183594,44.040000915527344,88,3,437
880313,125,,26.959999084472656,88,3,438
880314,131,24.806663513183594,23.420000076293945,88,3,439
880315,108,34.806663513183594,24.75,88,3,440
880316,128,25.44854736328125,33,88,3,441
880317,134,,35.630001068115234,88,3,442
880318,125,44.806663513183594,35.130001068115234,88,3,443
880319,106,27.806663513183594,33.209999084472656,88,3,444
880320,115,5.806663990020752,28.290000915527344,88,3,445
880321,140,21.806663513183594,29.459999084472656,88,3,446
880322,123,56.19561004638672,46.630001068115234,88,3,447
880323,132,81.8066635131836,58.16999816894531,88,3,448
880324,109,49.806663513183594,56.16999816894531,88,3,449
880325,132,22.806663513183594,53.540000915527344,88,3,450
880326,137,56.806663513183594,38.959999084472656,88,3,451
880327,134,52.806663513183594,38.790000915527344,88,3,452
880328,120,28.94854736328125,47.880001068115234,88,3,453
880329,133,26.806663513183594,45.91999816894531,88,3,454
880330,118,30.806663513183594,40,88,3,455
880331,111,40.806663513183594,41.58000183105469,88,3,456
880401,120,27.806663513183594,42.290000915527344,88,4,457
880402,121,37.806663513183594,51.790000915527344,88,4,458
880403,116,18.623565673828125,51.709999084472656,88,4,459
880404,124,,58.459999084472656,88,4,460
880405,140,39.806663513183594,69.08000183105469,88,4,461
880406,108,15.80666446685791,47.880001068115234,88,4,462
880407,130,29.806663513183594,49.58000183105469,88,4,463
880408,121,29.806663513183594,51.08000183105469,88,4,464
880409,120,50.26088333129883,53.33000183105469,88,4,465
880410,119,32.806663513183594,43.91999816894531,88,4,466
880411,111,28.806663513183594,45.58000183105469,88,4,467
880412,114,35.806663513183594,47.33000183105469,88,4,468
880413,84,,54.66999816894531,88,4,469
880414,118,22.806663513183594,43.880001068115234,88,4,470
880415,112,24.06419563293457,40.25,88,4,471
880416,120,40.806663513183594,48.83000183105469,88,4,472
880417,115,73.8066635131836,56.459999084472656,88,4,473
880418,107,38.806663513183594,42.130001068115234,88,4,474
880419,115,49.806663513183594,41.290000915527344,88,4,475
880420,110,49.806663513183594,45.66999816894531,88,4,476
880421,146,34.3142204284668,39.66999816894531,88,4,477
880422,119,48.806663513183594,45.880001068115234,88,4,478
880423,115,41.806663513183594,42.959999084472656,88,4,479
880424,92,31.806663513183594,44.41999816894531,88,4,480
880425,114,41.806663513183594,54.380001068115234,88,4,481
880426,120,16.806663513183594,47.16999816894531,88,4,482
880427,122,13.7039213180542,39.459999084472656,88,4,483
880428,106,30.806663513183594,46.459999084472656,88,4,484
880429,120,45.806663513183594,50.08000183105469,88,4,485
880430,95,30.806663513183594,54.08000183105469,88,4,486
880501,108,30.806663513183594,54.459999084472656,88,5,487
880502,123,47.806663513183594,59.25,88,5,488
880503,126,43.29233169555664,56.709999084472656,88,5,489
880504,113,45.806663513183594,54.040000915527344,88,5,490
880505,112,46.7437744140625,57.66999816894531,88,5,491
880506,111,57.806663513183594,61.709999084472656,88,5,492
880507,122,80.8066635131836,65,88,5,493
880508,134,362.8066711425781,69.12999725341797,88,5,494
880509,132,24.941110610961914,57.040000915527344,88,5,495
880510,119,33.806663513183594,57.5,88,5,496
880511,116,56.806663513183594,59.959999084472656,88,5,497
880512,104,52.806663513183594,67.5,88,5,498
880513,109,27.806663513183594,57.790000915527344,88,5,499
880514,103,57.806663513183594,62.880001068115234,88,5,500
880515,117,59.088531494140625,70.66999816894531,88,5,501
880516,110,,55.209999084472656,88,5,502
880517,92,26.806663513183594,51.290000915527344,88,5,503
880518,106,32.806663513183594,56.380001068115234,88,5,504
880519,101,40.806663513183594,61.16999816894531,88,5,505
880520,103,60.806663513183594,64.54000091552734,88,5,506
880521,120,47.222557067871094,66.83000183105469,88,5,507
880522,102,,65.33000183105469,88,5,508
880523,109,40.806663513183594,54.790000915527344,88,5,509
880524,105,23.806663513183594,53.33000183105469,88,5,510
880525,102,22.806663513183594,50.459999084472656,88,5,511
880526,108,49.806663513183594,62.58000183105469,88,5,512
880527,113,62.722557067871094,70,88,5,513
880528,126,,73.25,88,5,514
880529,124,,75.95999908447266,88,5,515
880530,112,72.8066635131836,77.79000091552734,88,5,516
880531,145,145.80667114257812,77.87999725341797,88,5,517
880601,112,139.80667114257812,79.70999908447266,88,6,518
880602,104,44.170040130615234,62.880001068115234,88,6,519
880603,100,25.806663513183594,59.16999816894531,88,6,520
880604,115,51.806663513183594,64.45999908447266,88,6,521
880605,114,65.8066635131836,74.75,88,6,522
880606,117,,78.54000091552734,88,6,523
880607,98,136.80667114257812,80.04000091552734,88,6,524
880608,101,68.493896484375,64.08000183105469,88,6,525
880609,101,,56.75,88,6,526
880610,127,27.806663513183594,58.459999084472656,88,6,527
880611,118,47.806663513183594,69.04000091552734,88,6,528
880612,107,47.806663513183594,74.62999725341797,88,6,529
880613,91,72.8066635131836,80.08000183105469,88,6,530
880614,125,87.79232788085938,82.25,88,6,531
880615,101,75.8066635131836,79.95999908447266,88,6,532
880616,107,36.806663513183594,71.66999816894531,88,6,533
880617,92,43.806663513183594,69.16999816894531,88,6,534
880618,132,52.806663513183594,76.29000091552734,88,6,535
880619,113,,82.5,88,6,536
880620,111,85.11421966552734,85.29000091552734,88,6,537
880621,109,78.8066635131836,86.91999816894531,88,6,538
880622,120,81.8066635131836,83.75,88,6,539
880623,109,23.806663513183594,71.04000091552734,88,6,540
880624,104,,77.45999908447266,88,6,541
880625,120,,86.75,88,6,542
880626,114,18.12424659729004,65.5,88,6,543
880627,103,18.806663513183594,66.79000091552734,88,6,544
880628,88,,70.62999725341797,88,6,545
880629,112,14.80666446685791,62.790000915527344,88,6,546
880630,115,8.80666446685791,62.880001068115234,88,6,547
